,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotArea_log,TotalBsmtSF_log,GrLivArea_log,1stFlrSF_log,2ndFlrSF_log
1025,1026,20,RL,70.0,7700,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,138,Rec,882,GasA,TA,Y,SBrkr,882,0,882,1,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1980.0,Unf,2,461,TA,TA,Y,96,0,0,0,0,0,None,MnPrv,None,0,3,2007,WD,Normal,112500,8.94910546953925,6.78332520060396,6.78332520060396,6.78332520060396,0.0
1026,1027,20,RL,73.0,9300,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,TA,TA,CBlock,TA,TA,No,Rec,697,Unf,1268,GasA,TA,Y,SBrkr,1264,0,1264,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1960.0,Unf,2,461,TA,TA,Y,0,0,0,0,1,0,None,None,None,0,4,2010,WD,Normal,167500,9.137877200242468,7.1459844677143876,7.142827401161621,7.142827401161621,0.0
1027,1028,20,RL,71.0,9520,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,338.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1513,Unf,1638,GasA,Ex,Y,SBrkr,1646,0,1646,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3,800,TA,TA,Y,192,44,0,0,0,0,None,None,None,0,4,2008,New,Partial,293077,9.161255164285691,7.40184157874383,7.4067107301776405,7.4067107301776405,0.0
1028,1029,50,RL,79.0,9492,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,368,BLQ,768,GasA,TA,Y,SBrkr,968,408,1376,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1941.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2007,WD,Normal,105000,9.158309963881798,6.645090969505644,7.227662498728654,6.876264611890766,6.013715156042802
1030,1031,190,RH,60.0,7082,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,8,1916,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,686,GasA,Gd,Y,SBrkr,948,980,1928,0,0,2,0,5,2,TA,10,Typ,0,None,Detchd,1916.0,Unf,0,0,TA,TA,N,0,0,228,0,0,0,None,None,None,0,7,2006,WD,Normal,160000,8.865452825753623,6.532334292222349,7.564757012905729,6.855408798609928,6.8885724595653635
1031,1032,75,RL,102.0,15863,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,1970,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,523,Unf,824,GasA,Ex,Y,SBrkr,1687,998,3082,1,0,2,1,5,1,TA,12,Typ,2,TA,Basment,1970.0,Fin,2,672,TA,TA,Y,136,63,0,0,0,0,None,None,None,0,8,2009,WD,Normal,197000,9.671807670199632,6.715383386334681,8.03365842788615,7.431299675155903,6.906754778648554
1032,1033,60,RL,91.0,14541,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1012,Unf,1338,GasA,Ex,Y,SBrkr,1352,1168,2520,1,0,2,1,5,1,Gd,10,Typ,1,TA,Attchd,1993.0,RFn,3,796,TA,TA,Y,209,55,0,0,0,0,None,None,None,0,11,2006,WD,Abnorml,310000,9.584796293210003,7.199678345691172,7.83241092718792,7.210079628170788,7.063903961472068
1033,1034,20,RL,70.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Stone,295.0,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,1654,GasA,Ex,Y,SBrkr,1654,0,1654,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2002.0,Unf,3,900,TA,TA,Y,0,136,0,0,0,0,None,None,None,0,2,2006,WD,Normal,230000,9.002824076547672,7.411556287811163,7.411556287811163,7.411556287811163,0.0
1034,1035,30,RL,50.0,6305,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,Fa,No,Unf,0,Unf,920,GasA,Ex,Y,SBrkr,954,0,954,0,0,1,0,2,1,Fa,5,Typ,1,Gd,Basment,1938.0,Unf,1,240,Fa,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,6,2007,WD,Normal,119750,8.749256840105007,6.825460036255307,6.86171134048073,6.86171134048073,0.0
1035,1036,20,RL,65.5,11500,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,Slab,TA,TA,No,None,0,Unf,0,GasA,Ex,N,SBrkr,845,0,845,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1957.0,Unf,1,290,TA,TA,N,186,0,0,0,0,0,None,None,None,0,1,2009,WD,Normal,84000,9.350189267092581,0.0,6.740519359606223,6.740519359606223,0.0
1036,1037,20,RL,89.0,12898,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,70.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1022,Unf,1620,GasA,Ex,Y,SBrkr,1620,0,1620,1,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,2008.0,Fin,3,912,TA,TA,Y,228,0,0,0,0,0,None,None,None,0,9,2009,WD,Normal,315500,9.464905067965136,7.390798521735676,7.390798521735676,7.390798521735676,0.0
1037,1038,60,RL,70.0,9240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1055,GasA,Ex,Y,SBrkr,1055,1208,2263,0,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,2,905,TA,TA,Y,0,45,0,0,1,0,None,None,None,0,9,2008,WD,Normal,287000,9.13140538388804,6.962243464266207,7.724888439323074,6.962243464266207,7.097548850614793
1038,1039,160,RM,21.0,1533,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,546,GasA,TA,Y,SBrkr,798,546,1344,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1970.0,Unf,0,0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,97000,7.335633981927201,6.304448802421981,7.20414929203594,6.683360945766275,6.304448802421981
1039,1040,180,RM,21.0,1477,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,509,Unf,630,GasA,TA,Y,SBrkr,630,0,630,1,0,1,0,1,1,TA,3,Typ,0,None,Attchd,1970.0,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2009,WD,Normal,80000,7.298445101508147,6.447305862541213,6.447305862541213,6.447305862541213,0.0
1040,1041,20,RL,88.0,13125,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,168,BLQ,1134,GasA,Ex,Y,SBrkr,1803,0,1803,1,0,2,0,3,1,TA,8,Maj1,1,TA,Attchd,1957.0,RFn,2,484,TA,TA,Y,0,0,0,0,0,0,None,GdPrv,None,0,1,2006,WD,Normal,155000,9.482350275033667,7.034387929915503,7.4977617006225685,7.4977617006225685,0.0
1042,1043,120,RL,34.0,5381,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,Gd,TA,PConc,Gd,TA,Av,ALQ,900,Unf,1306,GasA,Ex,Y,SBrkr,1306,0,1306,1,0,2,0,1,1,Gd,5,Typ,1,Gd,Attchd,2005.0,RFn,2,624,TA,TA,Y,170,63,0,0,0,0,None,None,None,0,8,2009,WD,Normal,196000,8.590815331286851,7.175489713624222,7.175489713624222,7.175489713624222,0.0
1043,1044,60,RL,86.0,11839,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,1085,Unf,1475,GasA,Ex,Y,SBrkr,1532,797,2329,1,0,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,1990.0,Unf,2,514,TA,TA,Y,192,121,0,0,0,0,None,None,None,0,5,2008,WD,Normal,262280,9.379238908437996,7.297091005160418,7.753623546559746,7.334981878871814,6.682108597449809
1045,1046,20,RL,65.5,13680,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,TA,TA,No,None,0,Unf,0,GasA,Ex,Y,FuseA,1733,0,1733,0,0,2,0,4,1,TA,8,Min2,1,Gd,Attchd,1955.0,Unf,2,452,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,139600,9.523763287920113,0.0,7.458186157340487,7.458186157340487,0.0
1046,1047,60,RL,85.0,16056,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,Gd,TA,PConc,Ex,TA,Av,GLQ,240,Unf,1992,GasA,Ex,Y,SBrkr,1992,876,2868,0,0,3,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2005.0,Fin,3,716,TA,TA,Y,214,108,0,0,0,0,None,None,None,0,7,2006,New,Partial,556581,9.683900170549684,7.597396320212795,7.9617188159813645,7.597396320212795,6.776506992372183
1048,1049,20,RL,100.0,21750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,TA,Fa,Slab,TA,TA,No,None,0,Unf,0,GasA,TA,Y,SBrkr,1771,0,1771,0,0,1,0,3,1,TA,9,Min1,1,TA,Attchd,1960.0,Unf,2,336,TA,TA,Y,0,0,0,0,0,0,None,GdPrv,None,0,11,2009,WD,Normal,115000,9.987415012471414,0.0,7.4798641311650265,7.4798641311650265,0.0
1049,1050,20,RL,60.0,11100,Pave,None,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,None,0,Unf,0,GasA,Ex,Y,SBrkr,930,0,930,0,0,1,0,2,1,Gd,6,Typ,0,None,Detchd,1946.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2010,WD,Abnorml,84900,9.314790473332646,0.0,6.836259277277067,6.836259277277067,0.0
1050,1051,20,RL,73.0,8993,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1302,GasA,Ex,Y,SBrkr,1302,0,1302,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2007.0,Fin,2,436,TA,TA,Y,0,22,0,0,0,0,None,None,None,0,8,2007,New,Partial,176485,9.104312967330653,7.172424577124845,7.172424577124845,7.172424577124845,0.0
1051,1052,20,RL,103.0,11175,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1316,GasA,Ex,Y,SBrkr,1316,0,1316,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2,440,TA,TA,Y,0,20,0,0,0,0,None,None,None,0,10,2007,New,Partial,200141,9.321523900936798,7.183111701743281,7.183111701743281,7.183111701743281,0.0
1053,1054,20,RL,68.0,8562,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,TA,TA,CBlock,TA,TA,Av,Rec,383,Unf,1216,GasA,Ex,Y,FuseA,1526,0,1526,0,0,1,0,4,1,TA,7,Min2,1,Gd,Basment,1957.0,Unf,1,364,TA,TA,Y,116,78,0,0,0,0,None,None,None,0,5,2010,WD,Normal,144500,9.055205875026193,7.104144092987527,7.3310603052186325,7.3310603052186325,0.0
1054,1055,60,RL,90.0,11367,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932,Unf,1065,GasA,Ex,Y,SBrkr,1091,898,1989,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2,586,TA,TA,Y,199,60,0,0,0,0,None,None,None,0,11,2006,WD,Normal,255000,9.338557669776936,6.97166860472579,7.595889917718538,6.9957661563048505,6.80128303447162
1056,1057,120,RL,43.0,7052,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,1364,GasA,Ex,Y,SBrkr,1364,0,1364,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,484,TA,TA,Y,192,36,0,0,0,0,None,None,None,0,6,2006,WD,Normal,185850,8.86120833720818,7.21890970761906,7.21890970761906,7.21890970761906,0.0
1057,1058,60,RL,91.0,29959,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,595,Unf,973,GasA,Ex,Y,SBrkr,979,871,1850,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,1994.0,Fin,2,467,TA,TA,Y,168,98,0,0,0,0,None,None,None,0,1,2009,WD,Normal,248000,10.307618437631156,6.881411303642535,7.523481312573497,6.887552571664617,6.77078942390898
1058,1059,60,RL,96.0,11308,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936,Unf,1104,GasA,Ex,Y,SBrkr,1130,1054,2184,1,0,2,1,3,1,Ex,10,Typ,1,Gd,Attchd,2008.0,Fin,3,836,TA,TA,Y,0,102,0,0,0,0,None,None,None,0,7,2009,WD,Normal,335000,9.333354147871328,7.007600613951853,7.68937110752969,7.030857476116121,6.961296045910167
1059,1060,50,RL,74.0,11275,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,297,LwQ,854,GasA,TA,Y,SBrkr,1096,895,1991,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1977.0,Unf,2,432,TA,Fa,Y,0,0,19,0,0,0,None,None,None,0,3,2007,WD,Normal,220000,9.330431852234003,6.75110146893676,7.596894438144544,7.00033446027523,6.79794041297493
1060,1061,120,RL,41.0,4920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616,Unf,1338,GasA,Ex,Y,SBrkr,1338,0,1338,1,0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2001.0,Fin,2,582,TA,TA,Y,0,0,170,0,0,0,None,None,None,0,4,2010,WD,Normal,213500,8.501267040865978,7.199678345691172,7.199678345691172,7.199678345691172,0.0
1062,1063,190,RM,85.0,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,662,GasA,TA,N,SBrkr,1422,915,2337,0,0,2,0,5,2,TA,10,Min2,0,None,Detchd,1945.0,Unf,2,560,TA,TA,Y,0,57,0,0,0,0,None,None,None,0,9,2007,WD,Normal,90000,9.517898598432753,6.4967749901858625,7.757051142032013,7.260522598089852,6.82001636467413
1063,1064,30,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397,Unf,1103,GasA,Gd,Y,SBrkr,1103,0,1103,0,0,1,0,2,1,Gd,5,Typ,1,Gd,Detchd,1976.0,Unf,2,440,TA,TA,Y,166,120,0,0,0,0,None,MnPrv,None,0,7,2006,WD,Normal,110500,8.699681400989514,7.00669522683704,7.00669522683704,7.00669522683704,0.0
1064,1065,20,RL,73.0,11000,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740,Rec,1154,GasA,Ex,Y,SBrkr,1154,0,1154,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1966.0,RFn,2,480,TA,TA,Y,0,58,0,0,0,0,None,MnPrv,None,0,11,2009,WD,Normal,154000,9.305741456739435,7.051855622955894,7.051855622955894,7.051855622955894,0.0
1065,1066,60,RL,80.0,14000,Pave,None,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201,Unf,1306,GasA,Ex,Y,SBrkr,1306,954,2260,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1996.0,RFn,2,533,TA,TA,Y,296,44,0,0,0,0,None,None,None,0,4,2010,WD,Normal,328000,9.546884034617925,7.175489713624222,7.72356247227797,7.175489713624222,6.86171134048073
1066,1067,60,RL,59.0,7837,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,799,GasA,Gd,Y,SBrkr,799,772,1571,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993.0,RFn,2,380,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,5,2009,WD,Normal,178000,8.966738978759576,6.684611727667927,7.360103972989152,6.684611727667927,6.650279048587422
1067,1068,60,RL,80.0,9760,Pave,None,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674,LwQ,780,GasA,TA,Y,SBrkr,798,813,1611,1,0,1,1,4,1,TA,7,Typ,0,None,Attchd,1964.0,RFn,2,442,TA,TA,Y,328,128,0,0,1,0,None,None,None,0,6,2008,WD,Normal,167900,9.186150133174966,6.660575149839686,7.385230923066573,6.683360945766275,6.70196036600254
1070,1071,20,RL,72.0,10152,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,BLQ,586,Unf,1048,GasA,TA,Y,SBrkr,1048,0,1048,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1956.0,Unf,1,286,TA,TA,Y,0,20,0,0,1,0,None,None,None,0,6,2007,WD,Normal,135000,9.225524507301223,6.955592608396297,6.955592608396297,6.955592608396297,0.0
1071,1072,60,RL,78.0,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,298,Unf,727,GasA,Ex,Y,SBrkr,829,727,1556,0,0,1,1,4,1,TA,8,Typ,0,None,Attchd,1968.0,Unf,2,441,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,154000,9.367429587218957,6.590301048196686,7.350516171833998,6.721425700790643,6.590301048196686
1073,1074,60,RL,75.0,7950,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535,Unf,690,GasA,TA,Y,SBrkr,698,728,1426,0,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1977.0,Fin,2,440,TA,TA,Y,252,0,0,0,0,0,None,MnPrv,None,0,7,2009,WD,Normal,159500,8.981052985901483,6.53813982376767,7.2633296174768365,6.54965074223381,6.591673732008658
1074,1075,20,RL,74.0,8556,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1240,GasA,Ex,Y,SBrkr,1240,0,1240,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2006.0,RFn,3,826,TA,TA,Y,140,93,0,0,0,0,None,None,None,0,5,2007,WD,Normal,194000,9.054504940418054,7.123672785204607,7.123672785204607,7.123672785204607,0.0
1075,1076,70,RL,75.0,13125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,410,Unf,800,GasA,TA,Y,SBrkr,960,780,1740,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,CWD,Normal,219500,9.482350275033667,6.68586094706836,7.462214939768189,6.8679744089702925,6.660575149839686
1077,1078,20,RL,73.0,15870,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,75,Rec,1096,GasA,Ex,Y,SBrkr,1096,0,1096,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1969.0,Fin,1,299,TA,TA,Y,240,32,0,0,0,0,None,None,None,0,3,2006,WD,Abnorml,138800,9.672248823507559,7.00033446027523,7.00033446027523,7.00033446027523,0.0
1078,1079,120,RM,37.0,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662,Unf,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2,420,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,155900,8.397508348470257,6.744059186311348,6.744059186311348,6.744059186311348,0.0
1079,1080,20,RL,65.0,8775,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495,Unf,990,GasA,Gd,Y,SBrkr,990,0,990,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1996.0,Unf,1,299,TA,TA,Y,0,64,0,0,0,0,None,None,None,0,4,2007,WD,Normal,126000,9.079776001955066,6.898714534329988,6.898714534329988,6.898714534329988,0.0
1081,1082,20,RL,75.0,7500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,1040,GasA,Fa,Y,SBrkr,1040,0,1040,1,0,1,1,3,1,TA,5,Typ,0,None,Attchd,1963.0,Fin,1,308,TA,TA,Y,0,0,220,0,0,0,None,MnPrv,None,0,6,2010,WD,Normal,133000,8.922791623969637,6.947937068614969,6.947937068614969,6.947937068614969,0.0
